date,open,high,low,close,volume
2026-05-26,4097.72,4118.33,4051.96,4055.75,6699537
2026-05-27,4055.75,4084.48,4038.08,4074.37,5766267
2026-05-28,4074.37,4077.38,3958.14,3990.44,6010199
2026-05-29,3990.44,4045.26,3955.52,4035.29,3158290
2026-06-01,4035.29,4039.6,3955.0,3961.81,6882829
2026-06-02,3961.81,3970.73,3955.09,3965.46,3573955
2026-06-03,3965.46,3986.96,3958.71,3976.43,6028721
2026-06-04,3976.43,3996.21,3957.96,3973.24,7246278
2026-06-05,3973.24,3980.75,3901.73,3925.03,6533420
2026-06-08,3925.03,3961.05,3915.16,3957.76,4095907
2026-06-09,3957.76,4011.59,3950.32,4004.35,6398817
2026-06-10,4004.35,4012.32,3991.6,4004.52,6508490
2026-06-11,4004.52,4047.4,3994.12,4044.46,7981956
2026-06-12,4044.46,4061.13,4042.84,4058.69,6881597
2026-06-15,4058.69,4071.53,3992.08,4023.79,7338896
2026-06-16,4023.79,4033.41,3963.5,3987.85,6048863
2026-06-17,3987.85,3998.8,3966.26,3967.94,6876619
2026-06-18,3967.94,4039.59,3955.17,3997.47,7436823
2026-06-19,3997.47,4012.2,3986.8,3988.84,8266732
2026-06-22,3988.84,4032.51,3980.05,4011.24,4460670
2026-06-23,4011.24,4014.44,3869.87,3876.65,6606442
2026-06-24,3876.65,3941.72,3861.88,3930.07,6633982
2026-06-25,3930.07,3935.1,3832.64,3840.38,5877715
2026-06-26,3840.38,3915.66,3829.15,3876.0,4465206
2026-06-29,3876.0,3929.36,3865.66,3911.39,6693886
2026-06-30,3911.39,3930.14,3845.22,3858.55,6869464
2026-07-01,3858.55,3902.92,3849.33,3899.0,8133554
2026-07-02,3899.0,3902.57,3841.94,3869.84,6574650
2026-07-03,3869.84,3913.87,3859.77,3892.05,3745379
2026-07-06,3892.05,3954.98,3891.53,3942.31,4565734
2026-07-07,3942.31,3977.5,3933.89,3974.59,7331483
2026-07-08,3974.59,4019.14,3957.3,4017.95,7386242
2026-07-09,4017.95,4073.01,4008.98,4062.98,4349768
2026-07-10,4062.98,4135.54,4052.68,4120.09,6131953
2026-07-13,4120.09,4126.47,4051.55,4062.85,7273653
2026-07-14,4062.85,4070.24,4048.31,4060.89,4497844
2026-07-15,4060.89,4089.35,4060.77,4088.54,5009518
2026-07-16,4088.54,4092.93,4073.14,4077.11,8080137
2026-07-17,4077.11,4091.19,4041.72,4052.96,5411981
2026-07-20,4052.96,4065.48,4002.08,4019.96,8902058
2026-07-21,4019.96,4022.26,3973.43,4001.87,6612979
2026-07-22,4001.87,4092.74,3982.37,4068.09,4697338
2026-07-23,4068.09,4095.87,4022.92,4040.97,7853717
2026-07-24,4040.97,4073.11,4018.55,4070.61,7719935
2026-07-27,4070.61,4092.2,4046.09,4052.79,6390420
2026-07-28,4052.79,4079.84,4005.89,4027.29,6116210
2026-07-29,4027.29,4042.18,4002.13,4016.43,7552874
2026-07-30,4016.43,4043.12,3946.65,3959.77,5005823
2026-07-31,3959.77,3975.68,3910.26,3913.51,6104016
2026-08-03,3913.51,3916.41,3907.35,3910.44,4780908
2026-08-04,3910.44,3923.42,3833.07,3845.55,4277605
2026-08-05,3845.55,3859.79,3758.08,3767.96,3695214
2026-08-06,3767.96,3801.28,3762.08,3796.11,4010291
2026-08-07,3796.11,3821.85,3753.92,3754.58,5616238
2026-08-10,3754.58,3784.57,3737.69,3783.63,5498884
2026-08-11,3783.63,3785.76,3737.51,3742.25,6284491
2026-08-12,3742.25,3766.3,3696.07,3722.12,8072181
2026-08-13,3722.12,3776.96,3716.77,3762.31,19682558
2026-08-14,3762.31,3775.41,3703.84,3729.27,5548795
2026-08-17,3729.27,3732.84,3694.87,3702.27,6708003
2026-08-18,3702.27,3705.33,3615.37,3635.98,7022009
2026-08-19,3635.98,3636.53,3591.15,3600.99,5686029
2026-08-20,3600.99,3605.09,3510.24,3521.66,5595537
2026-08-21,3521.66,3542.13,3493.34,3512.14,7039377
2026-08-24,3512.14,3540.74,3432.04,3439.44,6276371
2026-08-25,3439.44,3451.27,3410.61,3415.9,5931883
2026-08-26,3415.9,3415.96,3375.53,3386.27,5975196
2026-08-27,3386.27,3405.82,3348.66,3365.58,7219807
2026-08-28,3365.58,3404.42,3363.75,3390.33,6247365
