date,open,high,low,close,volume
2025-10-24,1013.36,1019.19,1006.8,1010.4,3716377
2025-10-27,1010.4,1014.14,996.76,998.08,5234758
2025-10-28,998.08,1023.43,991.25,1013.55,7844632
2025-10-29,1013.55,1013.8,998.03,998.46,4382230
2025-10-30,998.46,1011.93,995.37,1010.34,7216294
2025-10-31,1010.34,1017.31,1008.26,1015.26,4201572
2025-11-03,1015.26,1016.62,1005.38,1007.02,2179901
2025-11-04,1007.02,1008.69,998.64,1001.04,7436898
2025-11-05,1001.04,1007.72,988.93,990.5,4695850
2025-11-06,990.5,995.27,969.53,970.23,7256745
2025-11-07,970.23,994.96,970.13,993.73,8184492
2025-11-10,993.73,999.93,982.06,985.29,6635834
2025-11-11,985.29,988.5,977.71,979.86,4987368
2025-11-12,979.86,984.3,966.73,968.33,4891953
2025-11-13,968.33,971.23,938.4,940.13,6433297
2025-11-14,940.13,960.53,936.02,957.4,5178142
2025-11-17,957.4,966.79,956.01,963.06,3583245
2025-11-18,963.06,965.75,944.66,946.21,7175038
2025-11-19,946.21,963.29,943.65,955.34,4380674
2025-11-20,955.34,980.64,950.69,979.01,8045064
2025-11-21,979.01,995.11,976.32,988.29,8088982
2025-11-24,988.29,1009.08,987.98,1008.39,7138236
2025-11-25,1008.39,1024.46,1007.25,1020.46,6386362
2025-11-26,1020.46,1023.94,1015.9,1019.0,4531888
2025-11-27,1019.0,1054.68,1017.94,1048.66,5015355
2025-11-28,1048.66,1049.58,1024.64,1025.43,6810431
2025-12-01,1025.43,1036.4,1024.71,1036.01,4552085
2025-12-02,1036.01,1039.65,1033.86,1039.61,6326703
2025-12-03,1039.61,1042.51,1007.66,1015.03,6805463
2025-12-04,1015.03,1024.31,1011.9,1019.44,5253057
2025-12-05,1019.44,1036.66,1017.67,1033.89,5541794
2025-12-08,1033.89,1035.66,1011.14,1018.07,5157993
2025-12-09,1018.07,1022.66,1017.42,1022.56,5269535
2025-12-10,1022.56,1022.7,989.97,992.41,6563183
2025-12-11,992.41,1000.4,987.35,998.98,6296623
2025-12-12,998.98,1002.59,967.98,975.02,5587732
2025-12-15,975.02,976.16,963.65,966.32,6062660
2025-12-16,966.32,972.11,958.79,964.04,5544560
2025-12-17,964.04,967.19,933.91,937.94,4922941
2025-12-18,937.94,938.19,921.39,922.98,7109513
2025-12-19,922.98,929.69,921.05,929.62,6808225
2025-12-22,929.62,935.89,914.32,917.41,6034793
2025-12-23,917.41,921.19,908.43,912.37,6565635
2025-12-24,912.37,920.32,892.11,894.61,6242547
2025-12-25,894.61,915.09,892.98,909.72,5624159
2025-12-26,909.72,910.85,880.14,884.34,5404015
2025-12-29,884.34,886.93,883.61,884.84,4915303
2025-12-30,884.84,888.8,880.7,882.56,5214636
2025-12-31,882.56,897.38,880.32,894.62,4430881
2026-01-01,894.62,898.84,887.3,887.42,4214388
2026-01-02,887.42,895.96,880.43,885.59,5367608
2026-01-05,885.59,888.68,883.15,887.45,5080525
2026-01-06,887.45,889.32,850.85,853.23,4568918
2026-01-07,853.23,864.09,848.62,863.33,8652253
2026-01-08,863.33,893.7,862.97,889.65,5276591
2026-01-09,889.65,908.17,887.41,903.12,5583729
2026-01-12,903.12,904.09,876.71,876.76,8380991
2026-01-13,876.76,881.93,875.61,881.06,6187128
2026-01-14,881.06,882.41,873.02,874.46,20179805
2026-01-15,874.46,878.98,838.46,840.54,2803743
2026-01-16,840.54,842.13,832.53,842.01,7117726
2026-01-19,842.01,845.27,820.43,825.08,4187114
2026-01-20,825.08,835.06,824.65,830.82,5022487
2026-01-21,830.82,852.33,829.12,850.94,6928088
2026-01-22,850.94,858.2,849.3,853.48,7262671
2026-01-23,853.48,853.84,835.66,838.3,4823255
2026-01-26,838.3,842.87,836.16,840.42,6388154
2026-01-27,840.42,840.79,834.07,835.54,5373591
2026-01-28,835.54,840.57,817.98,820.43,5007687
2026-01-29,820.43,823.26,813.13,813.19,3915555
2026-01-30,813.19,813.55,807.22,811.41,4876242
2026-02-02,811.41,821.69,809.54,817.44,5987456
2026-02-03,817.44,818.59,800.93,804.9,7428692
2026-02-04,804.9,811.78,787.57,789.18,7094279
2026-02-05,789.18,815.2,787.62,813.67,7992085
2026-02-06,813.67,834.25,810.24,831.79,5945968
2026-02-09,831.79,834.42,828.31,831.84,5960608
2026-02-10,831.84,838.07,825.13,837.23,6345805
2026-02-11,837.23,844.43,837.22,841.07,5200364
2026-02-12,841.07,844.85,828.86,835.47,4374396
2026-02-13,835.47,835.52,812.76,818.99,7534584
2026-02-16,818.99,822.98,807.85,809.08,8258686
2026-02-17,809.08,828.96,807.29,823.88,5619072
2026-02-18,823.88,828.73,822.76,827.07,4673260
2026-02-19,827.07,833.48,826.69,832.56,6688491
2026-02-20,832.56,840.14,827.17,839.05,5072740
2026-02-23,839.05,840.32,820.51,823.47,6056544
2026-02-24,823.47,827.53,820.65,826.16,6226827
2026-02-25,826.16,839.75,824.47,839.44,2169675
2026-02-26,839.44,843.41,827.79,828.07,6260701
2026-02-27,828.07,829.65,811.2,816.81,5853711
2026-03-02,816.81,839.17,815.66,835.45,5294892
2026-03-03,835.45,838.77,832.84,837.77,7060548
2026-03-04,837.77,856.93,836.7,854.94,6814310
2026-03-05,854.94,859.59,816.55,819.04,3385578
2026-03-06,819.04,845.34,815.52,841.22,7518336
2026-03-09,841.22,845.02,837.05,839.99,4791300
2026-03-10,839.99,842.93,835.64,836.95,6363199
2026-03-11,836.95,842.42,835.32,837.46,3845619
2026-03-12,837.46,839.89,828.2,828.75,7118170
2026-03-13,828.75,860.36,826.62,860.21,10236495
2026-03-16,860.21,868.07,856.48,866.46,6184098
2026-03-17,866.46,867.64,851.09,854.53,6071737
2026-03-18,854.53,857.05,841.74,847.56,3942533
2026-03-19,847.56,848.13,831.64,831.87,3380299
2026-03-20,831.87,853.78,830.92,847.0,6209990
2026-03-23,847.0,849.52,841.99,842.34,21889471
2026-03-24,842.34,845.54,841.18,843.5,2871311
2026-03-25,843.5,851.54,839.18,848.65,5603517
2026-03-26,848.65,853.71,845.74,850.18,6597072
2026-03-27,850.18,856.31,849.44,855.22,6576418
2026-03-30,855.22,869.35,853.74,862.78,8583232
2026-03-31,862.78,874.15,861.67,870.56,2392395
2026-04-01,870.56,872.95,870.05,872.76,6064561
2026-04-02,872.76,875.26,867.5,868.24,5499081
2026-04-03,868.24,868.58,859.33,860.49,4511132
2026-04-06,860.49,901.81,860.09,900.8,5916399
2026-04-07,900.8,901.53,896.0,896.07,4535399
2026-04-08,896.07,896.82,862.88,866.01,6508766
2026-04-09,866.01,875.01,864.21,873.85,7279802
2026-04-10,873.85,874.75,847.33,849.32,5721171
2026-04-13,849.32,852.2,847.19,851.11,5880137
2026-04-14,851.11,860.76,830.35,831.65,6275169
2026-04-15,831.65,843.58,830.62,840.76,4045732
2026-04-16,840.76,841.68,810.87,813.63,4088221
2026-04-17,813.63,815.56,812.01,812.36,8913368
2026-04-20,812.36,817.88,802.76,808.75,5607448
2026-04-21,808.75,809.09,795.71,805.7,5612737
2026-04-22,805.7,812.93,799.53,810.68,2739346
2026-04-23,810.68,811.85,774.6,783.06,5654007
2026-04-24,783.06,789.0,780.62,786.89,6389824
2026-04-27,786.89,789.04,756.06,758.54,6264225
2026-04-28,758.54,781.65,756.57,779.78,5580427
2026-04-29,779.78,785.01,772.86,773.19,6051562
2026-04-30,773.19,774.09,752.17,753.12,6999051
2026-05-01,753.12,756.84,747.38,755.57,8166618
2026-05-04,755.57,766.83,751.17,763.46,8798766
2026-05-05,763.46,773.78,754.52,772.1,4508467
2026-05-06,772.1,774.03,759.41,762.17,8358459
2026-05-07,762.17,763.75,736.24,737.13,5052844
2026-05-08,737.13,739.96,719.82,723.8,5731524
2026-05-11,723.8,725.82,715.16,717.03,5420187
2026-05-12,717.03,720.55,701.39,702.76,8651253
2026-05-13,702.76,703.66,687.82,694.5,8088683
2026-05-14,694.5,705.84,690.63,705.07,5276487
2026-05-15,705.07,706.06,680.83,681.46,7073239
2026-05-18,681.46,694.1,678.21,693.05,8358233
2026-05-19,693.05,696.81,692.85,693.78,2216583
2026-05-20,693.78,695.66,672.93,673.42,4353017
2026-05-21,673.42,693.13,672.06,690.64,5869948
2026-05-22,690.64,690.9,685.2,689.75,4439750
2026-05-25,689.75,699.84,686.3,696.78,6241949
2026-05-26,696.78,701.8,696.46,698.83,6911348
2026-05-27,698.83,706.7,695.53,706.23,6604911
2026-05-28,706.23,716.43,705.79,714.49,5195877
2026-05-29,714.49,734.08,710.98,732.78,3629094
2026-06-01,732.78,758.24,731.76,756.1,5696074
2026-06-02,756.1,761.16,754.61,756.49,7250404
2026-06-03,756.49,761.69,740.72,744.4,5359940
2026-06-04,744.4,746.37,742.27,746.3,7214391
2026-06-05,746.3,749.9,741.12,749.55,4537138
2026-06-08,749.55,755.86,740.68,740.79,3936733
2026-06-09,740.79,750.24,738.51,747.86,6489066
2026-06-10,747.86,759.18,745.81,759.18,2769404
2026-06-11,759.18,766.56,757.8,762.89,6349769
2026-06-12,762.89,767.85,745.86,751.85,6589370
2026-06-15,751.85,759.36,750.35,754.09,7130603
2026-06-16,754.09,755.66,740.61,743.18,6257203
2026-06-17,743.18,744.84,727.73,732.12,7714979
2026-06-18,732.12,733.72,721.52,722.14,7255731
2026-06-19,722.14,723.72,698.75,701.84,5716932
2026-06-22,701.84,709.67,695.72,707.23,6291500
2026-06-23,707.23,717.57,707.02,717.18,8488410
2026-06-24,717.18,717.52,711.06,714.12,3740198
2026-06-25,714.12,715.31,712.01,714.02,3142004
2026-06-26,714.02,722.32,709.94,719.75,6104005
2026-06-29,719.75,720.2,710.72,712.4,7092517
2026-06-30,712.4,726.48,706.13,722.95,5465861
2026-07-01,722.95,739.04,716.47,737.37,6008453
2026-07-02,737.37,756.04,736.29,752.97,7281603
2026-07-03,752.97,765.08,747.65,764.59,10179074
2026-07-06,764.59,767.75,763.47,765.54,9581951
2026-07-07,765.54,777.23,762.09,774.67,4359701
2026-07-08,774.67,786.47,774.1,781.75,6679134
2026-07-09,781.75,785.83,767.3,769.57,7920498
2026-07-10,769.57,788.84,765.81,787.84,6200937
2026-07-13,787.84,789.91,770.54,772.9,5858372
2026-07-14,772.9,776.48,770.6,776.35,22242311
2026-07-15,776.35,779.06,774.62,774.85,7107355
2026-07-16,774.85,784.16,772.91,783.44,4348450
2026-07-17,783.44,784.54,767.76,770.52,7594280
2026-07-20,770.52,771.61,754.71,757.34,7595660
2026-07-21,757.34,765.84,756.71,763.18,4453462
2026-07-22,763.18,765.88,752.48,753.87,4151135
2026-07-23,753.87,773.96,750.34,771.56,8247146
2026-07-24,771.56,772.34,762.31,762.41,8724909
2026-07-27,762.41,765.91,750.33,753.62,5143224
2026-07-28,753.62,757.12,715.8,721.98,5781093
2026-07-29,721.98,724.1,717.71,723.03,6386401
2026-07-30,723.03,739.94,721.62,737.39,5076393
2026-07-31,737.39,747.11,736.92,745.77,4622971
2026-08-03,745.77,746.09,721.75,727.4,7335015
2026-08-04,727.4,746.82,724.09,744.99,5769003
2026-08-05,744.99,759.11,740.99,753.31,5406599
2026-08-06,753.31,756.96,747.13,751.92,7315071
2026-08-07,751.92,757.67,749.73,754.49,5847546
2026-08-10,754.49,763.13,754.42,759.58,7917862
2026-08-11,759.58,773.21,759.46,771.15,3162428
2026-08-12,771.15,772.62,754.08,754.98,5462633
2026-08-13,754.98,758.07,734.92,738.65,14825359
2026-08-14,738.65,742.88,732.58,740.0,6873817
2026-08-17,740.0,740.38,735.75,735.93,5010377
2026-08-18,735.93,737.58,726.05,730.74,4609424
2026-08-19,730.74,734.74,729.96,731.24,8055152
2026-08-20,731.24,739.05,726.26,736.72,5899541
2026-08-21,736.72,737.88,718.94,721.33,5052522
2026-08-24,721.33,725.04,713.76,716.75,5967982
2026-08-25,716.75,716.9,708.18,710.32,6540662
2026-08-26,710.32,732.61,707.9,729.51,6843635
2026-08-27,729.51,730.96,721.7,723.25,6963451
2026-08-28,723.25,725.68,710.24,710.32,4415663
