date,open,high,low,close,volume
2026-01-27,1063.75,1065.85,1061.15,1062.39,3006702
2026-01-28,1062.39,1084.03,1055.7,1080.14,4168383
2026-01-29,1080.14,1080.58,1038.13,1040.62,4550118
2026-01-30,1040.62,1049.46,1014.49,1015.67,6068807
2026-02-02,1015.67,1040.7,1012.5,1036.66,6304853
2026-02-03,1036.66,1041.89,1033.24,1039.16,7024890
2026-02-04,1039.16,1040.03,1006.31,1011.19,3709248
2026-02-05,1011.19,1013.95,1001.04,1004.03,4980400
2026-02-06,1004.03,1006.86,981.07,986.23,3603191
2026-02-09,986.23,989.75,959.92,965.84,6049061
2026-02-10,965.84,969.73,954.21,958.53,7691863
2026-02-11,958.53,962.05,924.76,928.65,7140320
2026-02-12,928.65,931.99,912.26,918.51,5397307
2026-02-13,918.51,942.25,916.95,936.24,8335322
2026-02-16,936.24,937.43,897.89,901.28,6287846
2026-02-17,901.28,914.62,894.19,906.36,5875708
2026-02-18,906.36,906.53,872.09,872.96,3490659
2026-02-19,872.96,874.07,861.07,863.31,6872668
2026-02-20,863.31,870.78,862.36,867.92,7793220
2026-02-23,867.92,903.51,867.58,894.59,5514101
2026-02-24,894.59,896.54,862.57,866.36,6203007
2026-02-25,866.36,867.87,858.11,858.38,7580881
2026-02-26,858.38,865.45,857.84,862.77,6264284
2026-02-27,862.77,864.9,854.32,856.29,5775852
2026-03-02,856.29,866.89,855.18,864.05,5200911
2026-03-03,864.05,868.28,841.07,842.15,20395137
2026-03-04,842.15,855.3,837.67,853.55,7981592
2026-03-05,853.55,856.44,851.07,851.46,5422585
2026-03-06,851.46,857.75,845.22,845.57,5047902
2026-03-09,845.57,850.52,844.69,848.45,3075657
2026-03-10,848.45,849.24,839.82,847.24,5497350
2026-03-11,847.24,869.5,844.19,866.22,4300822
2026-03-12,866.22,866.6,857.58,861.03,6396876
2026-03-13,861.03,868.71,832.49,833.25,5157663
2026-03-16,833.25,838.29,825.06,826.09,3631987
2026-03-17,826.09,836.4,819.69,834.13,4857967
2026-03-18,834.13,838.04,829.88,836.97,6502531
2026-03-19,836.97,855.14,832.73,854.13,6433092
2026-03-20,854.13,876.74,851.57,870.78,8097886
2026-03-23,870.78,887.94,868.76,883.83,4265376
2026-03-24,883.83,892.61,879.77,889.74,6698659
2026-03-25,889.74,899.34,885.13,894.74,6816330
2026-03-26,894.74,906.46,891.52,904.83,3947455
2026-03-27,904.83,905.87,882.2,885.2,6830083
2026-03-30,885.2,898.83,883.56,898.79,5439855
2026-03-31,898.79,912.87,897.36,912.86,4563646
2026-04-01,912.86,923.68,907.5,920.43,6808920
2026-04-02,920.43,924.83,880.91,884.3,3971236
2026-04-03,884.3,889.79,882.54,889.13,5558542
2026-04-06,889.13,900.96,886.79,900.0,5895701
2026-04-07,900.0,902.13,882.76,884.79,5585265
2026-04-08,884.79,888.02,880.3,881.78,6516080
2026-04-09,881.78,883.69,858.8,863.45,4108182
2026-04-10,863.45,885.65,858.66,881.62,7145790
2026-04-13,881.62,897.27,877.32,896.88,6381899
2026-04-14,896.88,907.96,894.21,904.78,5043618
2026-04-15,904.78,906.99,899.27,906.67,3950328
2026-04-16,906.67,908.84,875.47,876.77,6876471
2026-04-17,876.77,877.6,873.77,874.58,7081158
2026-04-20,874.58,891.58,874.31,888.15,5549301
2026-04-21,888.15,893.51,885.66,892.42,4175011
2026-04-22,892.42,893.2,875.06,877.84,5144039
2026-04-23,877.84,880.8,866.05,866.82,6116639
2026-04-24,866.82,889.36,864.75,889.31,5551227
2026-04-27,889.31,893.45,881.05,881.94,5005639
2026-04-28,881.94,888.37,861.13,863.08,7247425
2026-04-29,863.08,874.66,858.84,874.18,5982509
2026-04-30,874.18,893.35,872.58,890.08,4380236
2026-05-01,890.08,892.26,886.24,886.75,6015026
2026-05-04,886.75,891.33,880.65,882.14,7965287
2026-05-05,882.14,914.8,878.03,909.43,8747433
2026-05-06,909.43,911.21,901.12,903.6,4741660
2026-05-07,903.6,903.68,882.09,883.03,7554773
2026-05-08,883.03,884.84,878.98,883.74,5464933
2026-05-11,883.74,889.85,873.24,876.35,7157694
2026-05-12,876.35,877.8,852.6,854.78,4026171
2026-05-13,854.78,856.63,829.56,830.84,7256646
2026-05-14,830.84,831.04,804.3,809.04,7972221
2026-05-15,809.04,818.2,776.96,779.5,6192926
2026-05-18,779.5,805.13,778.77,803.88,9957262
2026-05-19,803.88,804.61,779.55,780.32,6939920
2026-05-20,780.32,813.09,776.97,811.28,6186820
2026-05-21,811.28,817.33,806.48,814.72,5575172
2026-05-22,814.72,818.49,809.17,809.81,6601037
2026-05-25,809.81,809.92,795.09,797.17,3552997
2026-05-26,797.17,799.5,776.05,778.96,7097864
2026-05-27,778.96,791.67,778.24,790.88,5135370
2026-05-28,790.88,807.13,788.75,803.5,4884170
2026-05-29,803.5,805.05,782.2,782.46,6364637
2026-06-01,782.46,783.31,776.81,778.16,5237156
2026-06-02,778.16,781.24,775.07,779.77,3832192
2026-06-03,779.77,783.65,773.64,774.03,6882368
2026-06-04,774.03,787.3,772.14,787.18,6888795
2026-06-05,787.18,789.6,780.06,780.46,4233583
2026-06-08,780.46,790.81,777.31,790.46,22452330
2026-06-09,790.46,800.48,788.48,789.15,5267285
2026-06-10,789.15,794.16,786.46,787.74,4557172
2026-06-11,787.74,794.74,785.25,791.71,6051012
2026-06-12,791.71,804.5,781.89,802.5,6192979
2026-06-15,802.5,807.83,799.71,804.34,6146719
2026-06-16,804.34,813.85,803.08,812.64,5008708
2026-06-17,812.64,816.81,788.48,790.58,7082855
2026-06-18,790.58,804.64,789.75,801.54,7534801
2026-06-19,801.54,802.35,781.08,784.31,7195052
2026-06-22,784.31,803.45,784.24,803.36,7106269
2026-06-23,803.36,805.88,769.57,769.65,7803676
2026-06-24,769.65,786.34,768.6,786.24,7750177
2026-06-25,786.24,826.08,783.94,825.07,5024010
2026-06-26,825.07,826.1,811.14,814.02,5219108
2026-06-29,814.02,827.38,807.34,820.98,7108770
2026-06-30,820.98,822.22,816.53,819.35,4783536
2026-07-01,819.35,821.49,803.67,808.29,5370847
2026-07-02,808.29,809.26,786.8,787.92,6622236
2026-07-03,787.92,809.31,785.94,806.49,5580738
2026-07-06,806.49,810.77,803.71,805.91,5701725
2026-07-07,805.91,822.59,803.11,819.14,4220495
2026-07-08,819.14,824.61,816.49,819.72,5303010
2026-07-09,819.72,841.69,817.08,839.49,16222273
2026-07-10,839.49,850.17,835.58,849.68,6796463
2026-07-13,849.68,850.66,836.1,837.09,6589445
2026-07-14,837.09,845.62,795.68,797.37,6223315
2026-07-15,797.37,797.55,785.94,788.08,6623326
2026-07-16,788.08,790.68,779.02,781.17,3974166
2026-07-17,781.17,782.13,743.24,744.83,6226366
2026-07-20,744.83,790.21,741.12,785.93,6349302
2026-07-21,785.93,803.44,784.94,798.06,5642770
2026-07-22,798.06,801.15,784.98,788.11,8060871
2026-07-23,788.11,791.63,786.64,790.39,5060562
2026-07-24,790.39,795.48,778.54,779.25,6953951
2026-07-27,779.25,784.51,764.87,764.89,5013879
2026-07-28,764.89,768.31,739.5,741.49,6905685
2026-07-29,741.49,745.79,721.86,722.96,5332578
2026-07-30,722.96,726.3,715.59,716.36,4764697
2026-07-31,716.36,738.85,716.04,733.39,7284882
2026-08-03,733.39,748.4,729.43,747.27,7939117
2026-08-04,747.27,751.13,744.69,748.44,7214935
2026-08-05,748.44,755.83,747.1,754.32,6357832
2026-08-06,754.32,757.36,747.2,747.35,5629671
2026-08-07,747.35,771.29,745.98,767.84,6815086
2026-08-10,767.84,768.42,763.96,765.15,6001062
2026-08-11,765.15,782.89,763.35,778.53,5691558
2026-08-12,778.53,813.16,774.61,809.28,7180524
2026-08-13,809.28,810.69,802.73,803.5,7879699
2026-08-14,803.5,805.65,786.73,790.07,6297197
2026-08-17,790.07,791.66,788.18,789.18,4455282
2026-08-18,789.18,801.66,788.15,800.4,7246679
2026-08-19,800.4,803.98,785.78,786.71,8179133
2026-08-20,786.71,790.82,772.25,778.7,4572119
2026-08-21,778.7,798.24,777.49,797.87,2669368
2026-08-24,797.87,800.93,783.95,784.4,6421444
2026-08-25,784.4,784.62,780.53,781.13,9588164
2026-08-26,781.13,781.83,768.86,771.57,2393175
2026-08-27,771.57,791.02,769.07,781.29,4727901
2026-08-28,781.29,785.54,775.66,778.71,4754549
