date,open,high,low,close,volume
2025-12-01,2433.51,2444.51,2428.42,2435.45,7423714
2025-12-02,2435.45,2450.81,2434.5,2449.54,6892735
2025-12-03,2449.54,2453.92,2369.3,2380.77,4205009
2025-12-04,2380.77,2412.02,2380.66,2405.98,4654118
2025-12-05,2405.98,2423.01,2324.09,2326.96,7205719
2025-12-08,2326.96,2349.02,2319.31,2343.73,6365530
2025-12-09,2343.73,2345.64,2323.68,2328.89,7308812
2025-12-10,2328.89,2342.0,2269.79,2276.33,5679829
2025-12-11,2276.33,2290.63,2200.84,2203.5,5993155
2025-12-12,2203.5,2223.54,2198.92,2216.2,8299108
2025-12-15,2216.2,2223.69,2163.3,2166.27,6686514
2025-12-16,2166.27,2175.45,2165.43,2175.34,4840485
2025-12-17,2175.34,2259.52,2171.58,2255.85,8789950
2025-12-18,2255.85,2290.37,2236.09,2288.69,4787552
2025-12-19,2288.69,2301.1,2274.85,2284.29,3284803
2025-12-22,2284.29,2315.4,2275.6,2298.15,5134644
2025-12-23,2298.15,2340.55,2291.71,2326.81,5801550
2025-12-24,2326.81,2376.57,2310.87,2372.12,8030808
2025-12-25,2372.12,2386.66,2348.85,2384.0,4648059
2025-12-26,2384.0,2386.08,2379.71,2385.63,6934274
2025-12-29,2385.63,2390.74,2324.92,2334.82,8312056
2025-12-30,2334.82,2355.67,2320.34,2348.64,6173511
2025-12-31,2348.64,2367.31,2338.99,2356.44,6249132
2026-01-01,2356.44,2395.22,2347.34,2382.18,7029077
2026-01-02,2382.18,2395.94,2309.42,2317.64,5794383
2026-01-05,2317.64,2375.44,2302.54,2374.74,3929847
2026-01-06,2374.74,2383.17,2372.07,2375.61,3502960
2026-01-07,2375.61,2376.45,2286.46,2298.45,7004508
2026-01-08,2298.45,2302.93,2252.57,2259.33,5563961
2026-01-09,2259.33,2263.88,2220.33,2225.05,4810690
2026-01-12,2225.05,2226.76,2174.83,2175.33,2575796
2026-01-13,2175.33,2177.19,2151.32,2152.28,5668545
2026-01-14,2152.28,2157.27,2123.56,2128.21,4157918
2026-01-15,2128.21,2139.85,2064.22,2077.9,5626445
2026-01-16,2077.9,2115.78,2077.66,2107.45,7452934
2026-01-19,2107.45,2115.5,2090.88,2104.4,6305195
2026-01-20,2104.4,2104.8,2090.46,2099.37,5018439
2026-01-21,2099.37,2164.91,2099.3,2157.3,8219916
2026-01-22,2157.3,2249.64,2153.5,2240.55,8373057
2026-01-23,2240.55,2252.94,2202.31,2210.5,8864124
2026-01-26,2210.5,2213.94,2207.31,2212.81,5642259
2026-01-27,2212.81,2217.12,2185.91,2191.1,4704013
2026-01-28,2191.1,2197.1,2101.39,2104.68,5872636
2026-01-29,2104.68,2111.03,2082.33,2086.52,4533667
2026-01-30,2086.52,2169.95,2078.73,2155.98,4857397
2026-02-02,2155.98,2171.55,2117.07,2130.95,6072127
2026-02-03,2130.95,2137.75,2070.78,2080.25,6401613
2026-02-04,2080.25,2080.65,2052.72,2059.81,5423166
2026-02-05,2059.81,2066.07,2032.17,2041.2,7157457
2026-02-06,2041.2,2047.71,1957.18,1961.71,5695431
2026-02-09,1961.71,1968.91,1957.88,1968.21,8370201
2026-02-10,1968.21,1983.29,1964.37,1980.02,5351162
2026-02-11,1980.02,2006.7,1962.53,1998.43,6541167
2026-02-12,1998.43,2041.36,1982.14,2038.04,4487870
2026-02-13,2038.04,2080.55,2025.15,2073.55,6024080
2026-02-16,2073.55,2120.91,2071.6,2102.31,7156297
2026-02-17,2102.31,2113.93,2094.96,2109.13,5399440
2026-02-18,2109.13,2151.11,2107.6,2131.75,6372330
2026-02-19,2131.75,2138.72,2083.15,2095.8,6603051
2026-02-20,2095.8,2136.2,2093.54,2131.85,4531854
2026-02-23,2131.85,2136.56,2110.38,2118.55,7460336
2026-02-24,2118.55,2149.86,2112.0,2133.84,4133017
2026-02-25,2133.84,2148.1,2126.23,2140.94,2512920
2026-02-26,2140.94,2161.5,2120.0,2151.82,23587259
2026-02-27,2151.82,2163.14,2147.68,2156.87,6335826
2026-03-02,2156.87,2176.68,2145.3,2166.8,8830242
2026-03-03,2166.8,2167.89,2133.32,2133.8,7641287
2026-03-04,2133.8,2134.93,2105.94,2115.0,15378672
2026-03-05,2115.0,2165.02,2113.05,2145.11,6942210
2026-03-06,2145.11,2159.43,2132.65,2134.87,3745285
2026-03-09,2134.87,2147.19,2128.0,2135.92,5764179
2026-03-10,2135.92,2210.31,2133.63,2200.39,4340211
2026-03-11,2200.39,2203.13,2194.43,2201.74,6223929
2026-03-12,2201.74,2211.31,2196.69,2210.04,5179711
2026-03-13,2210.04,2312.43,2197.76,2302.24,2010972
2026-03-16,2302.24,2369.01,2299.08,2349.52,5442838
2026-03-17,2349.52,2354.48,2337.48,2345.29,4010191
2026-03-18,2345.29,2393.93,2338.52,2381.81,11438558
2026-03-19,2381.81,2386.48,2351.7,2363.25,7069497
2026-03-20,2363.25,2404.46,2361.03,2395.44,6379133
2026-03-23,2395.44,2401.35,2349.86,2355.45,14549221
2026-03-24,2355.45,2381.01,2346.74,2369.15,5722646
2026-03-25,2369.15,2376.89,2311.28,2323.51,3370339
2026-03-26,2323.51,2339.82,2258.34,2277.31,8544684
2026-03-27,2277.31,2314.37,2274.25,2314.08,23279477
2026-03-30,2314.08,2401.71,2308.32,2395.27,5372785
2026-03-31,2395.27,2400.75,2390.1,2397.41,18708936
2026-04-01,2397.41,2415.78,2393.5,2406.36,3446124
2026-04-02,2406.36,2411.44,2374.25,2389.74,8355741
2026-04-03,2389.74,2401.98,2314.99,2320.79,6039136
2026-04-06,2320.79,2322.63,2296.01,2309.26,6871533
2026-04-07,2309.26,2321.75,2267.65,2276.53,7580462
2026-04-08,2276.53,2356.58,2275.67,2353.71,6268555
2026-04-09,2353.71,2354.86,2309.55,2333.45,5855910
2026-04-10,2333.45,2335.71,2320.03,2321.7,5497721
2026-04-13,2321.7,2338.53,2293.29,2299.8,5156299
2026-04-14,2299.8,2308.35,2245.21,2261.15,7716202
2026-04-15,2261.15,2266.77,2258.21,2259.82,3996983
2026-04-16,2259.82,2296.37,2248.19,2290.7,7593314
2026-04-17,2290.7,2305.92,2285.57,2289.5,6311531
2026-04-20,2289.5,2322.1,2285.41,2320.86,5680091
2026-04-21,2320.86,2327.19,2320.52,2320.78,6044634
2026-04-22,2320.78,2325.44,2260.53,2270.0,7916890
2026-04-23,2270.0,2273.99,2251.47,2264.57,6294832
2026-04-24,2264.57,2299.98,2252.35,2297.38,26172780
2026-04-27,2297.38,2325.41,2286.14,2324.98,4974852
2026-04-28,2324.98,2415.39,2320.83,2411.89,8180076
2026-04-29,2411.89,2419.55,2376.8,2379.66,4792819
2026-04-30,2379.66,2386.97,2342.53,2342.86,6351322
2026-05-01,2342.86,2349.26,2302.6,2304.13,4761622
2026-05-04,2304.13,2310.35,2293.35,2303.69,6573614
2026-05-05,2303.69,2363.32,2289.22,2348.09,6110944
2026-05-06,2348.09,2353.31,2320.16,2326.09,7783524
2026-05-07,2326.09,2337.01,2306.22,2313.59,7572796
2026-05-08,2313.59,2319.45,2292.67,2294.53,3726383
2026-05-11,2294.53,2296.05,2261.78,2265.07,6875700
2026-05-12,2265.07,2279.83,2259.1,2276.79,9015306
2026-05-13,2276.79,2288.24,2206.63,2214.46,4573974
2026-05-14,2214.46,2216.44,2197.3,2197.45,7782589
2026-05-15,2197.45,2244.23,2185.81,2241.15,4302275
2026-05-18,2241.15,2266.69,2235.86,2263.44,7663055
2026-05-19,2263.44,2286.0,2258.89,2279.48,7286168
2026-05-20,2279.48,2337.31,2277.96,2331.26,6220070
2026-05-21,2331.26,2335.88,2303.08,2306.94,6600618
2026-05-22,2306.94,2315.81,2294.39,2315.38,7119380
2026-05-25,2315.38,2374.18,2312.91,2372.16,5397930
2026-05-26,2372.16,2374.8,2364.2,2369.96,6279913
2026-05-27,2369.96,2381.93,2368.2,2378.04,5393001
2026-05-28,2378.04,2391.2,2366.67,2384.53,3715219
2026-05-29,2384.53,2405.01,2383.28,2399.96,2947139
2026-06-01,2399.96,2418.02,2366.3,2380.08,2701791
2026-06-02,2380.08,2415.72,2369.4,2406.21,7965815
2026-06-03,2406.21,2433.65,2388.44,2432.69,4394872
2026-06-04,2432.69,2471.14,2425.77,2469.1,4996318
2026-06-05,2469.1,2483.36,2420.34,2421.14,7675943
2026-06-08,2421.14,2435.27,2414.28,2433.04,7083810
2026-06-09,2433.04,2472.59,2431.12,2459.52,7063505
2026-06-10,2459.52,2460.01,2416.8,2420.43,4863900
2026-06-11,2420.43,2434.28,2419.09,2420.33,4978422
2026-06-12,2420.33,2429.97,2394.55,2397.2,5961916
2026-06-15,2397.2,2420.45,2366.21,2381.29,7140621
2026-06-16,2381.29,2401.49,2381.06,2396.9,5143492
2026-06-17,2396.9,2409.31,2382.49,2398.2,7316043
2026-06-18,2398.2,2398.56,2363.47,2366.01,5870792
2026-06-19,2366.01,2368.68,2312.77,2329.52,6961264
2026-06-22,2329.52,2333.66,2309.97,2312.52,4802182
2026-06-23,2312.52,2322.11,2306.06,2316.12,6590228
2026-06-24,2316.12,2326.21,2294.98,2296.03,7425218
2026-06-25,2296.03,2380.19,2280.09,2373.65,6296866
2026-06-26,2373.65,2378.67,2330.11,2335.89,7693986
2026-06-29,2335.89,2406.05,2335.54,2401.86,6180046
2026-06-30,2401.86,2403.89,2373.6,2384.0,5833899
2026-07-01,2384.0,2399.01,2355.4,2367.0,3803437
2026-07-02,2367.0,2385.95,2308.3,2309.27,8671243
2026-07-03,2309.27,2317.43,2298.27,2304.28,3635411
2026-07-06,2304.28,2336.97,2291.59,2325.31,7165524
2026-07-07,2325.31,2347.53,2320.19,2345.08,4992564
2026-07-08,2345.08,2361.39,2329.6,2358.64,5924365
2026-07-09,2358.64,2416.4,2347.8,2389.18,3390429
2026-07-10,2389.18,2405.75,2381.46,2404.92,4131350
2026-07-13,2404.92,2408.25,2387.92,2388.36,6715561
2026-07-14,2388.36,2390.79,2307.34,2309.73,7850530
2026-07-15,2309.73,2374.63,2306.51,2366.58,5476113
2026-07-16,2366.58,2411.81,2355.08,2400.08,5865716
2026-07-17,2400.08,2443.41,2397.59,2441.08,5705475
2026-07-20,2441.08,2451.16,2439.8,2444.43,4447567
2026-07-21,2444.43,2468.55,2435.48,2448.98,6519732
2026-07-22,2448.98,2477.76,2359.87,2368.12,19563567
2026-07-23,2368.12,2374.23,2331.41,2333.99,5023929
2026-07-24,2333.99,2336.02,2320.16,2328.27,6743522
2026-07-27,2328.27,2347.17,2319.3,2328.51,6461431
2026-07-28,2328.51,2382.36,2322.56,2371.1,4285492
2026-07-29,2371.1,2373.91,2333.83,2343.25,5621429
2026-07-30,2343.25,2409.52,2340.96,2405.15,7446130
2026-07-31,2405.15,2452.46,2398.21,2446.89,6953095
2026-08-03,2446.89,2448.11,2440.79,2442.48,6023368
2026-08-04,2442.48,2458.54,2385.52,2394.0,8328842
2026-08-05,2394.0,2406.67,2355.39,2370.96,7514725
2026-08-06,2370.96,2377.44,2286.52,2287.06,7689175
2026-08-07,2287.06,2302.12,2228.43,2237.59,9659628
2026-08-10,2237.59,2268.48,2235.33,2263.27,6588126
2026-08-11,2263.27,2265.81,2222.18,2237.33,5852490
2026-08-12,2237.33,2279.04,2220.22,2273.43,6595257
2026-08-13,2273.43,2281.98,2229.99,2238.79,5663050
2026-08-14,2238.79,2243.73,2189.13,2205.42,6333424
2026-08-17,2205.42,2209.3,2150.36,2150.53,6828734
2026-08-18,2150.53,2151.08,2127.87,2131.9,6208823
2026-08-19,2131.9,2135.19,2125.91,2134.85,5005648
2026-08-20,2134.85,2178.01,2132.49,2175.39,7127063
2026-08-21,2175.39,2183.17,2149.15,2151.69,7871613
2026-08-24,2151.69,2167.98,2132.56,2161.22,4143268
2026-08-25,2161.22,2188.05,2159.62,2184.44,20103394
2026-08-26,2184.44,2239.06,2179.56,2219.44,3945295
2026-08-27,2219.44,2231.95,2215.75,2231.93,4841543
2026-08-28,2231.93,2298.26,2226.85,2293.18,8442594
